number,step,surface,valid_time,t2m
0,0 days,0.0,2008-04-25 14:00:00,271.53552
0,0 days,0.0,2008-04-25 14:00:00,271.50894
0,0 days,0.0,2008-04-25 15:00:00,271.52045
0,0 days,0.0,2008-04-25 15:00:00,271.54254
0,0 days,0.0,2008-04-25 16:00:00,271.5121
0,0 days,0.0,2008-04-25 16:00:00,271.49054
0,0 days,0.0,2008-04-25 17:00:00,271.4714
0,0 days,0.0,2008-04-25 17:00:00,271.49435
0,0 days,0.0,2008-04-25 18:00:00,271.6031
0,0 days,0.0,2008-04-25 18:00:00,271.6823
0,0 days,0.0,2008-04-25 19:00:00,271.6633
0,0 days,0.0,2008-04-25 19:00:00,271.7411
0,0 days,0.0,2008-04-25 20:00:00,271.84937
0,0 days,0.0,2008-04-25 20:00:00,271.9722
0,0 days,0.0,2008-04-25 21:00:00,272.22552
0,0 days,0.0,2008-04-25 21:00:00,272.2918
0,0 days,0.0,2008-04-25 22:00:00,272.1515
0,0 days,0.0,2008-04-25 22:00:00,272.19037
0,0 days,0.0,2008-04-25 23:00:00,272.2046
0,0 days,0.0,2008-04-25 23:00:00,272.19534
0,0 days,0.0,2008-04-26 00:00:00,272.27133
0,0 days,0.0,2008-04-26 00:00:00,272.27777
0,0 days,0.0,2008-04-26 01:00:00,272.3442
0,0 days,0.0,2008-04-26 01:00:00,272.32965
0,0 days,0.0,2008-04-26 02:00:00,272.33405
0,0 days,0.0,2008-04-26 02:00:00,272.32678
0,0 days,0.0,2008-04-26 03:00:00,272.3745
0,0 days,0.0,2008-04-26 03:00:00,272.37115
0,0 days,0.0,2008-04-26 04:00:00,272.44052
0,0 days,0.0,2008-04-26 04:00:00,272.4366
0,0 days,0.0,2008-04-26 05:00:00,272.6071
0,0 days,0.0,2008-04-26 05:00:00,272.5802
0,0 days,0.0,2008-04-26 06:00:00,272.5964
0,0 days,0.0,2008-04-26 06:00:00,272.52838
0,0 days,0.0,2008-04-26 07:00:00,272.564
0,0 days,0.0,2008-04-26 07:00:00,272.45486
0,0 days,0.0,2008-04-26 08:00:00,272.45178
0,0 days,0.0,2008-04-26 08:00:00,272.34515
0,0 days,0.0,2008-04-26 09:00:00,272.2841
0,0 days,0.0,2008-04-26 09:00:00,272.18616
0,0 days,0.0,2008-04-26 10:00:00,271.97366
0,0 days,0.0,2008-04-26 10:00:00,271.86343
0,0 days,0.0,2008-04-26 11:00:00,271.88547
0,0 days,0.0,2008-04-26 11:00:00,271.8256
0,0 days,0.0,2008-04-26 12:00:00,271.90155
0,0 days,0.0,2008-04-26 12:00:00,271.8736
0,0 days,0.0,2008-04-26 13:00:00,271.99002
0,0 days,0.0,2008-04-26 13:00:00,271.97324
0,0 days,0.0,2008-04-26 14:00:00,272.04767
0,0 days,0.0,2008-04-26 14:00:00,272.032
0,0 days,0.0,2008-04-26 15:00:00,272.10095
0,0 days,0.0,2008-04-26 15:00:00,272.07547
0,0 days,0.0,2008-04-26 16:00:00,272.18832
0,0 days,0.0,2008-04-26 16:00:00,272.15112
0,0 days,0.0,2008-04-26 17:00:00,272.22055
0,0 days,0.0,2008-04-26 17:00:00,272.19565
0,0 days,0.0,2008-04-26 18:00:00,272.2599
0,0 days,0.0,2008-04-26 18:00:00,272.2364
0,0 days,0.0,2008-04-26 19:00:00,272.3112
0,0 days,0.0,2008-04-26 19:00:00,272.2843
0,0 days,0.0,2008-04-26 20:00:00,272.2944
0,0 days,0.0,2008-04-26 20:00:00,272.27142
0,0 days,0.0,2008-04-26 21:00:00,272.28406
0,0 days,0.0,2008-04-26 21:00:00,272.265
0,0 days,0.0,2008-04-26 22:00:00,272.29623
0,0 days,0.0,2008-04-26 22:00:00,272.26013
0,0 days,0.0,2008-04-26 23:00:00,272.26077
0,0 days,0.0,2008-04-26 23:00:00,272.21768
0,0 days,0.0,2008-04-27 00:00:00,272.24063
0,0 days,0.0,2008-04-27 00:00:00,272.19556
0,0 days,0.0,2008-04-27 01:00:00,272.21323
0,0 days,0.0,2008-04-27 01:00:00,272.18497
0,0 days,0.0,2008-04-27 02:00:00,272.20636
0,0 days,0.0,2008-04-27 02:00:00,272.18198
0,0 days,0.0,2008-04-27 03:00:00,272.20117
0,0 days,0.0,2008-04-27 03:00:00,272.17484
0,0 days,0.0,2008-04-27 04:00:00,272.17844
0,0 days,0.0,2008-04-27 04:00:00,272.16385
0,0 days,0.0,2008-04-27 05:00:00,272.1807
0,0 days,0.0,2008-04-27 05:00:00,272.1597
0,0 days,0.0,2008-04-27 06:00:00,272.20618
0,0 days,0.0,2008-04-27 06:00:00,272.17538
0,0 days,0.0,2008-04-27 07:00:00,272.22757
0,0 days,0.0,2008-04-27 07:00:00,272.18982
0,0 days,0.0,2008-04-27 08:00:00,272.2595
0,0 days,0.0,2008-04-27 08:00:00,272.2223
0,0 days,0.0,2008-04-27 09:00:00,272.28955
0,0 days,0.0,2008-04-27 09:00:00,272.2596
0,0 days,0.0,2008-04-27 10:00:00,272.33524
0,0 days,0.0,2008-04-27 10:00:00,272.32043
0,0 days,0.0,2008-04-27 11:00:00,272.38013
0,0 days,0.0,2008-04-27 11:00:00,272.3712
0,0 days,0.0,2008-04-27 12:00:00,272.41238
0,0 days,0.0,2008-04-27 12:00:00,272.40988
0,0 days,0.0,2008-04-27 13:00:00,272.4251
0,0 days,0.0,2008-04-27 13:00:00,272.42316
0,0 days,0.0,2008-04-27 14:00:00,272.4441
0,0 days,0.0,2008-04-27 14:00:00,272.43875
0,0 days,0.0,2008-04-27 15:00:00,272.43637
0,0 days,0.0,2008-04-27 15:00:00,272.43246
0,0 days,0.0,2008-04-27 16:00:00,272.4807
0,0 days,0.0,2008-04-27 16:00:00,272.4807
0,0 days,0.0,2008-04-27 17:00:00,272.48608
0,0 days,0.0,2008-04-27 17:00:00,272.47824
0,0 days,0.0,2008-04-27 18:00:00,272.5006
0,0 days,0.0,2008-04-27 18:00:00,272.48492
0,0 days,0.0,2008-04-27 19:00:00,272.4661
0,0 days,0.0,2008-04-27 19:00:00,272.42355
0,0 days,0.0,2008-04-27 20:00:00,272.43887
0,0 days,0.0,2008-04-27 20:00:00,272.39636
0,0 days,0.0,2008-04-27 21:00:00,272.41306
0,0 days,0.0,2008-04-27 21:00:00,272.36798
0,0 days,0.0,2008-04-27 22:00:00,272.43875
0,0 days,0.0,2008-04-27 22:00:00,272.38446
0,0 days,0.0,2008-04-27 23:00:00,272.3999
0,0 days,0.0,2008-04-27 23:00:00,272.33136
0,0 days,0.0,2008-04-28 00:00:00,272.35562
0,0 days,0.0,2008-04-28 00:00:00,272.29047
0,0 days,0.0,2008-04-28 01:00:00,272.31024
0,0 days,0.0,2008-04-28 01:00:00,272.249
0,0 days,0.0,2008-04-28 02:00:00,272.2736
0,0 days,0.0,2008-04-28 02:00:00,272.2221
0,0 days,0.0,2008-04-28 03:00:00,272.27448
0,0 days,0.0,2008-04-28 03:00:00,272.2367
0,0 days,0.0,2008-04-28 04:00:00,272.30655
0,0 days,0.0,2008-04-28 04:00:00,272.27576
0,0 days,0.0,2008-04-28 05:00:00,272.36096
0,0 days,0.0,2008-04-28 05:00:00,272.33997
0,0 days,0.0,2008-04-28 06:00:00,272.43066
0,0 days,0.0,2008-04-28 06:00:00,272.42282
0,0 days,0.0,2008-04-28 07:00:00,272.50604
0,0 days,0.0,2008-04-28 07:00:00,272.4943
0,0 days,0.0,2008-04-28 08:00:00,272.56506
0,0 days,0.0,2008-04-28 08:00:00,272.5396
0,0 days,0.0,2008-04-28 09:00:00,272.67694
0,0 days,0.0,2008-04-28 09:00:00,272.63385
0,0 days,0.0,2008-04-28 10:00:00,272.78055
0,0 days,0.0,2008-04-28 10:00:00,272.7193
0,0 days,0.0,2008-04-28 11:00:00,272.8781
0,0 days,0.0,2008-04-28 11:00:00,272.82806
0,0 days,0.0,2008-04-28 12:00:00,273.01477
0,0 days,0.0,2008-04-28 12:00:00,272.95938
0,0 days,0.0,2008-04-28 13:00:00,273.0914
0,0 days,0.0,2008-04-28 13:00:00,273.02176
0,0 days,0.0,2008-04-28 14:00:00,273.14114
0,0 days,0.0,2008-04-28 14:00:00,273.0667
0,0 days,0.0,2008-04-28 15:00:00,273.1455
0,0 days,0.0,2008-04-28 15:00:00,273.08032
0,0 days,0.0,2008-04-28 16:00:00,273.14603
0,0 days,0.0,2008-04-28 16:00:00,273.08868
0,0 days,0.0,2008-04-28 17:00:00,273.15747
0,0 days,0.0,2008-04-28 17:00:00,273.10123
0,0 days,0.0,2008-04-28 18:00:00,273.19025
0,0 days,0.0,2008-04-28 18:00:00,273.12225
0,0 days,0.0,2008-04-28 19:00:00,273.20355
0,0 days,0.0,2008-04-28 19:00:00,273.12573
0,0 days,0.0,2008-04-28 20:00:00,273.24124
0,0 days,0.0,2008-04-28 20:00:00,273.1604
0,0 days,0.0,2008-04-28 21:00:00,273.27774
0,0 days,0.0,2008-04-28 21:00:00,273.1935
0,0 days,0.0,2008-04-28 22:00:00,272.9877
0,0 days,0.0,2008-04-28 22:00:00,272.90347
0,0 days,0.0,2008-04-28 23:00:00,273.01593
0,0 days,0.0,2008-04-28 23:00:00,272.92444
0,0 days,0.0,2008-04-29 00:00:00,273.0417
0,0 days,0.0,2008-04-29 00:00:00,272.93982
0,0 days,0.0,2008-04-29 01:00:00,273.04886
0,0 days,0.0,2008-04-29 01:00:00,272.94614
0,0 days,0.0,2008-04-29 02:00:00,273.04233
0,0 days,0.0,2008-04-29 02:00:00,272.9391
0,0 days,0.0,2008-04-29 03:00:00,273.03574
0,0 days,0.0,2008-04-29 03:00:00,272.9291
0,0 days,0.0,2008-04-29 04:00:00,273.05402
0,0 days,0.0,2008-04-29 04:00:00,272.9449
0,0 days,0.0,2008-04-29 05:00:00,273.12146
0,0 days,0.0,2008-04-29 05:00:00,273.00842
0,0 days,0.0,2008-04-29 06:00:00,273.19174
0,0 days,0.0,2008-04-29 06:00:00,273.0874
0,0 days,0.0,2008-04-29 07:00:00,273.3168
0,0 days,0.0,2008-04-29 07:00:00,273.20013
0,0 days,0.0,2008-04-29 08:00:00,273.46667
0,0 days,0.0,2008-04-29 08:00:00,273.32846
0,0 days,0.0,2008-04-29 09:00:00,273.6092
0,0 days,0.0,2008-04-29 09:00:00,273.46707
0,0 days,0.0,2008-04-29 10:00:00,273.9088
0,0 days,0.0,2008-04-29 10:00:00,273.7731
0,0 days,0.0,2008-04-29 11:00:00,273.9752
0,0 days,0.0,2008-04-29 11:00:00,273.84985
0,0 days,0.0,2008-04-29 12:00:00,274.06363
0,0 days,0.0,2008-04-29 12:00:00,273.95645
0,0 days,0.0,2008-04-29 13:00:00,274.13455
0,0 days,0.0,2008-04-29 13:00:00,274.02487
0,0 days,0.0,2008-04-29 14:00:00,274.07812
0,0 days,0.0,2008-04-29 14:00:00,273.98996
0,0 days,0.0,2008-04-29 15:00:00,274.06122
0,0 days,0.0,2008-04-29 15:00:00,273.96973
0,0 days,0.0,2008-04-29 16:00:00,274.0065
0,0 days,0.0,2008-04-29 16:00:00,273.92676
0,0 days,0.0,2008-04-29 17:00:00,273.95322
0,0 days,0.0,2008-04-29 17:00:00,273.88077
0,0 days,0.0,2008-04-29 18:00:00,273.9062
0,0 days,0.0,2008-04-29 18:00:00,273.84854
0,0 days,0.0,2008-04-29 19:00:00,273.85974
0,0 days,0.0,2008-04-29 19:00:00,273.7825
0,0 days,0.0,2008-04-29 20:00:00,273.81992
0,0 days,0.0,2008-04-29 20:00:00,273.7505
0,0 days,0.0,2008-04-29 21:00:00,273.773
0,0 days,0.0,2008-04-29 21:00:00,273.69913
0,0 days,0.0,2008-04-29 22:00:00,273.41394
0,0 days,0.0,2008-04-29 22:00:00,273.3367
0,0 days,0.0,2008-04-29 23:00:00,273.25125
0,0 days,0.0,2008-04-29 23:00:00,273.15552
0,0 days,0.0,2008-04-30 00:00:00,273.09106
0,0 days,0.0,2008-04-30 00:00:00,272.98303
0,0 days,0.0,2008-04-30 01:00:00,272.91394
0,0 days,0.0,2008-04-30 01:00:00,272.8048
0,0 days,0.0,2008-04-30 02:00:00,272.76227
0,0 days,0.0,2008-04-30 02:00:00,272.65704
0,0 days,0.0,2008-04-30 03:00:00,272.5942
0,0 days,0.0,2008-04-30 03:00:00,272.49628
0,0 days,0.0,2008-04-30 04:00:00,272.48306
0,0 days,0.0,2008-04-30 04:00:00,272.3949
0,0 days,0.0,2008-04-30 05:00:00,272.4019
0,0 days,0.0,2008-04-30 05:00:00,272.32016
0,0 days,0.0,2008-04-30 06:00:00,272.3857
0,0 days,0.0,2008-04-30 06:00:00,272.30484
0,0 days,0.0,2008-04-30 07:00:00,272.38995
0,0 days,0.0,2008-04-30 07:00:00,272.32477
0,0 days,0.0,2008-04-30 08:00:00,272.45264
0,0 days,0.0,2008-04-30 08:00:00,272.3908
0,0 days,0.0,2008-04-30 09:00:00,272.55997
0,0 days,0.0,2008-04-30 09:00:00,272.50208
0,0 days,0.0,2008-04-30 10:00:00,272.28326
0,0 days,0.0,2008-04-30 10:00:00,272.27826
0,0 days,0.0,2008-04-30 11:00:00,272.4448
0,0 days,0.0,2008-04-30 11:00:00,272.44424
0,0 days,0.0,2008-04-30 12:00:00,272.59695
0,0 days,0.0,2008-04-30 12:00:00,272.60815
0,0 days,0.0,2008-04-30 13:00:00,272.7516
0,0 days,0.0,2008-04-30 13:00:00,272.77258
0,0 days,0.0,2008-04-30 14:00:00,272.8806
0,0 days,0.0,2008-04-30 14:00:00,272.8865
0,0 days,0.0,2008-04-30 15:00:00,272.9714
0,0 days,0.0,2008-04-30 15:00:00,272.9454
0,0 days,0.0,2008-04-30 16:00:00,273.03366
0,0 days,0.0,2008-04-30 16:00:00,272.9984
0,0 days,0.0,2008-04-30 17:00:00,273.0657
0,0 days,0.0,2008-04-30 17:00:00,273.03687
0,0 days,0.0,2008-04-30 18:00:00,273.12943
0,0 days,0.0,2008-04-30 18:00:00,273.10788
0,0 days,0.0,2008-04-30 19:00:00,273.16498
0,0 days,0.0,2008-04-30 19:00:00,273.14008
0,0 days,0.0,2008-04-30 20:00:00,273.1706
0,0 days,0.0,2008-04-30 20:00:00,273.1432
0,0 days,0.0,2008-04-30 21:00:00,273.20175
0,0 days,0.0,2008-04-30 21:00:00,273.1735
0,0 days,0.0,2008-04-30 22:00:00,273.07837
0,0 days,0.0,2008-04-30 22:00:00,273.06467
0,0 days,0.0,2008-04-30 23:00:00,273.075
0,0 days,0.0,2008-04-30 23:00:00,273.0638
0,0 days,0.0,2008-05-01 00:00:00,273.08923
0,0 days,0.0,2008-05-01 00:00:00,273.07498
0,0 days,0.0,2008-05-01 01:00:00,273.12766
0,0 days,0.0,2008-05-01 01:00:00,273.10806
0,0 days,0.0,2008-05-01 02:00:00,273.1971
0,0 days,0.0,2008-05-01 02:00:00,273.15933
0,0 days,0.0,2008-05-01 03:00:00,273.32837
0,0 days,0.0,2008-05-01 03:00:00,273.27548
0,0 days,0.0,2008-05-01 04:00:00,273.49588
0,0 days,0.0,2008-05-01 04:00:00,273.4357
0,0 days,0.0,2008-05-01 05:00:00,273.6891
0,0 days,0.0,2008-05-01 05:00:00,273.6155
0,0 days,0.0,2008-05-01 06:00:00,273.84802
0,0 days,0.0,2008-05-01 06:00:00,273.77304
0,0 days,0.0,2008-05-01 07:00:00,274.03326
0,0 days,0.0,2008-05-01 07:00:00,273.96417
0,0 days,0.0,2008-05-01 08:00:00,274.21405
0,0 days,0.0,2008-05-01 08:00:00,274.12982
0,0 days,0.0,2008-05-01 09:00:00,274.38354
0,0 days,0.0,2008-05-01 09:00:00,274.27975
0,0 days,0.0,2008-05-01 10:00:00,274.61804
0,0 days,0.0,2008-05-01 10:00:00,274.51227
0,0 days,0.0,2008-05-01 11:00:00,274.95633
0,0 days,0.0,2008-05-01 11:00:00,274.8324
0,0 days,0.0,2008-05-01 12:00:00,275.2529
0,0 days,0.0,2008-05-01 12:00:00,275.1393
0,0 days,0.0,2008-05-01 13:00:00,275.42078
0,0 days,0.0,2008-05-01 13:00:00,275.37347
0,0 days,0.0,2008-05-01 14:00:00,275.34283
0,0 days,0.0,2008-05-01 14:00:00,275.24634
0,0 days,0.0,2008-05-01 15:00:00,275.3423
0,0 days,0.0,2008-05-01 15:00:00,275.236
0,0 days,0.0,2008-05-01 16:00:00,275.39978
0,0 days,0.0,2008-05-01 16:00:00,275.30185
0,0 days,0.0,2008-05-01 17:00:00,275.47394
0,0 days,0.0,2008-05-01 17:00:00,275.37405
0,0 days,0.0,2008-05-01 18:00:00,275.55258
0,0 days,0.0,2008-05-01 18:00:00,275.44684
0,0 days,0.0,2008-05-01 19:00:00,275.6785
0,0 days,0.0,2008-05-01 19:00:00,275.55707
0,0 days,0.0,2008-05-01 20:00:00,275.81592
0,0 days,0.0,2008-05-01 20:00:00,275.68723
0,0 days,0.0,2008-05-01 21:00:00,275.9793
0,0 days,0.0,2008-05-01 21:00:00,275.84668
0,0 days,0.0,2008-05-01 22:00:00,276.1841
0,0 days,0.0,2008-05-01 22:00:00,276.03973
0,0 days,0.0,2008-05-01 23:00:00,276.39883
0,0 days,0.0,2008-05-01 23:00:00,276.25336
0,0 days,0.0,2008-05-02 00:00:00,276.5804
0,0 days,0.0,2008-05-02 00:00:00,276.44974
0,0 days,0.0,2008-05-02 01:00:00,276.7147
0,0 days,0.0,2008-05-02 01:00:00,276.61536
0,0 days,0.0,2008-05-02 02:00:00,276.77628
0,0 days,0.0,2008-05-02 02:00:00,276.68478
0,0 days,0.0,2008-05-02 03:00:00,276.81653
0,0 days,0.0,2008-05-02 03:00:00,276.727
0,0 days,0.0,2008-05-02 04:00:00,276.73145
0,0 days,0.0,2008-05-02 04:00:00,276.6741
0,0 days,0.0,2008-05-02 05:00:00,276.47968
0,0 days,0.0,2008-05-02 05:00:00,276.45953
0,0 days,0.0,2008-05-02 06:00:00,276.19153
0,0 days,0.0,2008-05-02 06:00:00,276.17502
0,0 days,0.0,2008-05-02 07:00:00,276.0461
0,0 days,0.0,2008-05-02 07:00:00,275.99573
0,0 days,0.0,2008-05-02 08:00:00,275.98755
0,0 days,0.0,2008-05-02 08:00:00,275.93216
0,0 days,0.0,2008-05-02 09:00:00,275.8584
0,0 days,0.0,2008-05-02 09:00:00,275.8181
0,0 days,0.0,2008-05-02 10:00:00,275.46194
0,0 days,0.0,2008-05-02 10:00:00,275.43704
0,0 days,0.0,2008-05-02 11:00:00,275.2433
0,0 days,0.0,2008-05-02 11:00:00,275.1988
0,0 days,0.0,2008-05-02 12:00:00,274.97824
0,0 days,0.0,2008-05-02 12:00:00,274.92197
0,0 days,0.0,2008-05-02 13:00:00,274.70712
0,0 days,0.0,2008-05-02 13:00:00,274.6229
0,0 days,0.0,2008-05-02 14:00:00,274.45264
0,0 days,0.0,2008-05-02 14:00:00,274.3522
0,0 days,0.0,2008-05-02 15:00:00,274.22272
0,0 days,0.0,2008-05-02 15:00:00,274.12225
0,0 days,0.0,2008-05-02 16:00:00,273.98978
0,0 days,0.0,2008-05-02 16:00:00,273.8927
0,0 days,0.0,2008-05-02 17:00:00,273.75995
0,0 days,0.0,2008-05-02 17:00:00,273.65506
0,0 days,0.0,2008-05-02 18:00:00,273.5468
0,0 days,0.0,2008-05-02 18:00:00,273.44583
0,0 days,0.0,2008-05-02 19:00:00,273.36865
0,0 days,0.0,2008-05-02 19:00:00,273.27942
0,0 days,0.0,2008-05-02 20:00:00,273.141
0,0 days,0.0,2008-05-02 20:00:00,273.05676
0,0 days,0.0,2008-05-02 21:00:00,272.9392
0,0 days,0.0,2008-05-02 21:00:00,272.86673
0,0 days,0.0,2008-05-02 22:00:00,272.81793
0,0 days,0.0,2008-05-02 22:00:00,272.7298
0,0 days,0.0,2008-05-02 23:00:00,272.65857
0,0 days,0.0,2008-05-02 23:00:00,272.5651
0,0 days,0.0,2008-05-03 00:00:00,272.52985
0,0 days,0.0,2008-05-03 00:00:00,272.4378
0,0 days,0.0,2008-05-03 01:00:00,272.4527
0,0 days,0.0,2008-05-03 01:00:00,272.36902
0,0 days,0.0,2008-05-03 02:00:00,272.39072
0,0 days,0.0,2008-05-03 02:00:00,272.31628
0,0 days,0.0,2008-05-03 03:00:00,272.33694
0,0 days,0.0,2008-05-03 03:00:00,272.2611
0,0 days,0.0,2008-05-03 04:00:00,272.2992
0,0 days,0.0,2008-05-03 04:00:00,272.2242
0,0 days,0.0,2008-05-03 05:00:00,272.29578
0,0 days,0.0,2008-05-03 05:00:00,272.22083
0,0 days,0.0,2008-05-03 06:00:00,272.30093
0,0 days,0.0,2008-05-03 06:00:00,272.22064
0,0 days,0.0,2008-05-03 07:00:00,272.3155
0,0 days,0.0,2008-05-03 07:00:00,272.2338
0,0 days,0.0,2008-05-03 08:00:00,272.3279
0,0 days,0.0,2008-05-03 08:00:00,272.24512
0,0 days,0.0,2008-05-03 09:00:00,272.35236
0,0 days,0.0,2008-05-03 09:00:00,272.26703
0,0 days,0.0,2008-05-03 10:00:00,272.20718
0,0 days,0.0,2008-05-03 10:00:00,272.12186
0,0 days,0.0,2008-05-03 11:00:00,272.186
0,0 days,0.0,2008-05-03 11:00:00,272.09927
0,0 days,0.0,2008-05-03 12:00:00,272.10904
0,0 days,0.0,2008-05-03 12:00:00,272.0223
0,0 days,0.0,2008-05-03 13:00:00,271.97772
0,0 days,0.0,2008-05-03 13:00:00,271.88373
0,0 days,0.0,2008-05-03 14:00:00,271.8418
0,0 days,0.0,2008-05-03 14:00:00,271.73883
0,0 days,0.0,2008-05-03 15:00:00,271.6084
0,0 days,0.0,2008-05-03 15:00:00,271.50995
0,0 days,0.0,2008-05-03 16:00:00,271.38617
0,0 days,0.0,2008-05-03 16:00:00,271.3
0,0 days,0.0,2008-05-03 17:00:00,271.1896
0,0 days,0.0,2008-05-03 17:00:00,271.10736
0,0 days,0.0,2008-05-03 18:00:00,270.99115
0,0 days,0.0,2008-05-03 18:00:00,270.91086
0,0 days,0.0,2008-05-03 19:00:00,270.7991
0,0 days,0.0,2008-05-03 19:00:00,270.72128
0,0 days,0.0,2008-05-03 20:00:00,270.60977
0,0 days,0.0,2008-05-03 20:00:00,270.51715
0,0 days,0.0,2008-05-03 21:00:00,270.48444
0,0 days,0.0,2008-05-03 21:00:00,270.39435
0,0 days,0.0,2008-05-03 22:00:00,270.30875
0,0 days,0.0,2008-05-03 22:00:00,270.22006
0,0 days,0.0,2008-05-03 23:00:00,270.18042
0,0 days,0.0,2008-05-03 23:00:00,270.08334
0,0 days,0.0,2008-05-04 00:00:00,270.11942
0,0 days,0.0,2008-05-04 00:00:00,270.01114
0,0 days,0.0,2008-05-04 01:00:00,270.094
0,0 days,0.0,2008-05-04 01:00:00,269.99216
0,0 days,0.0,2008-05-04 02:00:00,270.09406
0,0 days,0.0,2008-05-04 02:00:00,269.99808
0,0 days,0.0,2008-05-04 03:00:00,270.04584
0,0 days,0.0,2008-05-04 03:00:00,269.9513
0,0 days,0.0,2008-05-04 04:00:00,270.01083
0,0 days,0.0,2008-05-04 04:00:00,269.91626
0,0 days,0.0,2008-05-04 05:00:00,269.9852
0,0 days,0.0,2008-05-04 05:00:00,269.89062
0,0 days,0.0,2008-05-04 06:00:00,269.99994
0,0 days,0.0,2008-05-04 06:00:00,269.902
0,0 days,0.0,2008-05-04 07:00:00,269.997
0,0 days,0.0,2008-05-04 07:00:00,269.90384
0,0 days,0.0,2008-05-04 08:00:00,270.03107
0,0 days,0.0,2008-05-04 08:00:00,269.93597
0,0 days,0.0,2008-05-04 09:00:00,270.11588
0,0 days,0.0,2008-05-04 09:00:00,270.0227
0,0 days,0.0,2008-05-04 10:00:00,269.9462
0,0 days,0.0,2008-05-04 10:00:00,269.86536
0,0 days,0.0,2008-05-04 11:00:00,269.98322
0,0 days,0.0,2008-05-04 11:00:00,269.90628
0,0 days,0.0,2008-05-04 12:00:00,269.99622
0,0 days,0.0,2008-05-04 12:00:00,269.92517
0,0 days,0.0,2008-05-04 13:00:00,270.0366
0,0 days,0.0,2008-05-04 13:00:00,269.95966
0,0 days,0.0,2008-05-04 14:00:00,270.10522
0,0 days,0.0,2008-05-04 14:00:00,270.0199
0,0 days,0.0,2008-05-04 15:00:00,270.11475
0,0 days,0.0,2008-05-04 15:00:00,270.0364
0,0 days,0.0,2008-05-04 16:00:00,270.09937
0,0 days,0.0,2008-05-04 16:00:00,270.02493
0,0 days,0.0,2008-05-04 17:00:00,270.04648
0,0 days,0.0,2008-05-04 17:00:00,269.9715
0,0 days,0.0,2008-05-04 18:00:00,269.95392
0,0 days,0.0,2008-05-04 18:00:00,269.88058
0,0 days,0.0,2008-05-04 19:00:00,269.85825
0,0 days,0.0,2008-05-04 19:00:00,269.7799
0,0 days,0.0,2008-05-04 20:00:00,269.78238
0,0 days,0.0,2008-05-04 20:00:00,269.69955
0,0 days,0.0,2008-05-04 21:00:00,269.76703
0,0 days,0.0,2008-05-04 21:00:00,269.69708
0,0 days,0.0,2008-05-04 22:00:00,270.08255
0,0 days,0.0,2008-05-04 22:00:00,270.02716
0,0 days,0.0,2008-05-04 23:00:00,270.04788
0,0 days,0.0,2008-05-04 23:00:00,270.0073
0,0 days,0.0,2008-05-05 00:00:00,270.03915
0,0 days,0.0,2008-05-05 00:00:00,270.0025
0,0 days,0.0,2008-05-05 01:00:00,270.06293
0,0 days,0.0,2008-05-05 01:00:00,270.02765
0,0 days,0.0,2008-05-05 02:00:00,270.09637
0,0 days,0.0,2008-05-05 02:00:00,270.06418
0,0 days,0.0,2008-05-05 03:00:00,270.12152
0,0 days,0.0,2008-05-05 03:00:00,270.0829
0,0 days,0.0,2008-05-05 04:00:00,270.11597
0,0 days,0.0,2008-05-05 04:00:00,270.07428
0,0 days,0.0,2008-05-05 05:00:00,270.14322
0,0 days,0.0,2008-05-05 05:00:00,270.10263
0,0 days,0.0,2008-05-05 06:00:00,270.1748
0,0 days,0.0,2008-05-05 06:00:00,270.13367
0,0 days,0.0,2008-05-05 07:00:00,270.2208
0,0 days,0.0,2008-05-05 07:00:00,270.1777
0,0 days,0.0,2008-05-05 08:00:00,270.23407
0,0 days,0.0,2008-05-05 08:00:00,270.18762
0,0 days,0.0,2008-05-05 09:00:00,270.23853
0,0 days,0.0,2008-05-05 09:00:00,270.18954
0,0 days,0.0,2008-05-05 10:00:00,270.01523
0,0 days,0.0,2008-05-05 10:00:00,269.97717
0,0 days,0.0,2008-05-05 11:00:00,269.9628
0,0 days,0.0,2008-05-05 11:00:00,269.92026
0,0 days,0.0,2008-05-05 12:00:00,269.9046
0,0 days,0.0,2008-05-05 12:00:00,269.864
0,0 days,0.0,2008-05-05 13:00:00,269.8263
0,0 days,0.0,2008-05-05 13:00:00,269.80334
0,0 days,0.0,2008-05-05 14:00:00,269.8018
0,0 days,0.0,2008-05-05 14:00:00,269.78528
0,0 days,0.0,2008-05-05 15:00:00,269.79202
0,0 days,0.0,2008-05-05 15:00:00,269.773
0,0 days,0.0,2008-05-05 16:00:00,269.74396
0,0 days,0.0,2008-05-05 16:00:00,269.71567
0,0 days,0.0,2008-05-05 17:00:00,269.73477
0,0 days,0.0,2008-05-05 17:00:00,269.69864
0,0 days,0.0,2008-05-05 18:00:00,269.70844
0,0 days,0.0,2008-05-05 18:00:00,269.6684
0,0 days,0.0,2008-05-05 19:00:00,269.6887
0,0 days,0.0,2008-05-05 19:00:00,269.65454
0,0 days,0.0,2008-05-05 20:00:00,269.67395
0,0 days,0.0,2008-05-05 20:00:00,269.64566
0,0 days,0.0,2008-05-05 21:00:00,269.67792
0,0 days,0.0,2008-05-05 21:00:00,269.64966
0,0 days,0.0,2008-05-05 22:00:00,269.70825
0,0 days,0.0,2008-05-05 22:00:00,269.62457
0,0 days,0.0,2008-05-05 23:00:00,269.69492
0,0 days,0.0,2008-05-05 23:00:00,269.60733
